
20/01/2023	17197795-ef60-4aab-a69d-7401ad06a9e2 	 GET	 undefined	/home logged
3/11/2023	1aa2dc64-391c-4775-a3e0-4878d3883c37 	 GET	 undefined	/css/style.css logged
3/11/2023	bc039b4e-3839-43f3-a8f7-fa1d4273068f 	 GET	 undefined	/Home logged
3/11/2023	a014f6bf-2430-44a5-87a5-00f84d2d8947 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	e28e1991-92bc-434e-9b90-13cb5258e86a 	 GET	 undefined	/css/style.css logged
3/11/2023	a7c10230-c511-42a5-bf00-79d58c02b78d 	 GET	 undefined	/Home logged
3/11/2023	2c77b8cc-9087-497c-9578-21b27050a336 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	3609eb4b-58bd-474d-b908-d68faa29effe 	 GET	 undefined	/css/style.css logged
3/11/2023	8b0a7406-ee13-4722-b7d8-79119d891d31 	 GET	 undefined	/Home logged
3/11/2023	4cbc7ab1-ecf0-4bce-86ca-6e82cb6afbbb 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	c6591186-1376-47b4-9611-f97e8d0f9ee6 	 GET	 undefined	/css/style.css logged
3/11/2023	ee248084-0e5a-43c9-af9e-8f7230a45df7 	 GET	 undefined	/Home logged
3/11/2023	2a27377c-58a2-4351-94b4-85644d48c06d 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	30bc8ceb-c002-413e-886c-23bd8e42162d 	 GET	 undefined	/css/style.css logged
3/11/2023	364ad4b2-fcd5-44a0-bad2-cba35f1f1d37 	 GET	 undefined	/Home logged
3/11/2023	8999c09b-6b7b-4db5-94f9-f365a50f6ae6 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	40580868-9b78-4a7f-8d83-ac59e9d704df 	 GET	 undefined	/css/style.css logged
3/11/2023	fffcd644-7e57-41f9-ab58-711251455afe 	 GET	 undefined	/Home logged
3/11/2023	fe748849-aee5-4ed3-a561-897fcfd036ec 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	97f1b439-6091-4611-a489-e9798eecce4b 	 GET	 undefined	/css/style.css logged
3/11/2023	7d0b5c88-bf10-4f85-bf2e-bbf27fe3d73e 	 GET	 undefined	/Home logged
3/11/2023	f32e5710-a8cb-4416-856b-52c0abf0701f 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	f58aaf39-301a-445c-bc6d-f4427fad18d4 	 GET	 undefined	/css/style.css logged
3/11/2023	8d4cf322-d7bc-4893-a24f-31a616be01ce 	 GET	 undefined	/Home logged
3/11/2023	dbab0003-d915-4d51-a7e0-66dc5f2f4819 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	6d61fc0a-a912-4f52-97e1-d836ec3e0094 	 GET	 undefined	/css/style.css logged
3/11/2023	a42951bf-225c-4f36-8593-a06ad26228c3 	 GET	 undefined	/Home logged
3/11/2023	2a579a12-41ab-46c9-895d-c0073361deda 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	c7da2ced-5272-44f8-b588-5000751688fa 	 GET	 undefined	/css/style.css logged
3/11/2023	7a9bfc0f-7c45-4ce0-a4f5-d5e5343191c6 	 GET	 undefined	/Home logged
3/11/2023	3771f568-a536-4c6c-a6a4-29e9b0eba732 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	9f17721b-6003-413f-9d95-1690d6659654 	 GET	 undefined	/css/style.css logged
3/11/2023	945305d6-acba-4a01-825d-9499ed580886 	 GET	 undefined	/Home logged
3/11/2023	b06e77ea-448f-4145-b5e4-d9ede5322cb8 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	996f0243-31b2-45ea-a385-97820afdcbdb 	 GET	 undefined	/css/style.css logged
3/11/2023	f67eddaf-f009-4aa7-9740-4c215e5e0053 	 GET	 undefined	/Home logged
3/11/2023	c83cb516-df70-4ded-853a-dfdf613e9f0a 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	9fdab5cd-0fb9-4545-817a-6398874fb7c7 	 GET	 undefined	/css/style.css logged
3/11/2023	70d5bd68-bcdc-4ad0-be84-41712896a7f8 	 GET	 undefined	/Home logged
3/11/2023	c5c40378-926d-4e23-99ae-4da68332dec6 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	fa62abdc-5813-428d-a153-4c8eb1596175 	 GET	 undefined	/css/style.css logged
3/11/2023	3a4d4cee-7692-4474-9435-0d86c9bc60f7 	 GET	 undefined	/Home logged
3/11/2023	4e501b64-29f3-48b3-8982-9167408e687f 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	cafdbfd7-4b29-4b4a-af78-01fa15b6760f 	 GET	 undefined	/css/style.css logged
3/11/2023	141cf676-fc1e-49d0-83d5-78a5b7c49bbd 	 GET	 undefined	/Home logged
3/11/2023	95c6de23-3615-47c5-bcbc-57cd2d70b727 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	e87e5ff2-1388-4e32-bb94-b35ebe2a551d 	 GET	 undefined	/css/style.css logged
3/11/2023	641b3bbe-4b83-4d9d-a725-b7674826137d 	 GET	 undefined	/Home logged
3/11/2023	cb729494-285c-4f1c-a1e1-1b6d7fbb40b8 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	77f106af-df54-45d2-bac2-04e09a1feff9 	 GET	 undefined	/css/style.css logged
3/11/2023	851056e9-14a2-40b5-8880-d67f4fa8b100 	 GET	 undefined	/Home logged
3/11/2023	ec29ddc3-14ae-4654-8be1-e443d8f8d126 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	d0a999b1-fc8d-4960-97f1-eebdced97e98 	 GET	 undefined	/css/style.css logged
3/11/2023	5a1ba6df-4b79-4a29-ad30-bf25a067e726 	 GET	 undefined	/Home logged
3/11/2023	aee5c218-0726-4e4e-b359-37a5aee04755 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	b99722e3-c646-4d23-88ee-5275368bfdc7 	 GET	 undefined	/css/style.css logged
3/11/2023	b9f890ce-c3f3-4ea7-8494-9e159ebe4110 	 GET	 undefined	/Home logged
3/11/2023	508f94cc-2096-4b2a-a226-d8af9b25ebe1 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	3457a65d-9cd4-4c98-bb38-d95e4dab1487 	 GET	 undefined	/css/style.css logged
3/11/2023	cb0597a5-1247-4834-9b58-681ad600e0b6 	 GET	 undefined	/Home logged
3/11/2023	b5388f1f-bc78-4a9c-b213-f989799c4c30 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	6169bbe3-b94b-4c03-b723-526de9ae2f47 	 GET	 undefined	/css/style.css logged
3/11/2023	6c8ea11f-0b85-40ec-a1c8-3a9da0716486 	 GET	 undefined	/Home logged
3/11/2023	37498036-3ba3-4b89-b723-9cef61b45850 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	3ce9912b-a65c-407e-b08c-92bf72009b67 	 GET	 undefined	/css/style.css logged
3/11/2023	99d273c7-2c50-4e18-9698-0466b294597f 	 GET	 undefined	/Home logged
3/11/2023	bf059086-6fef-4e51-bde1-fec90acfa6cc 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	5021a095-8475-400f-aab4-4fbe9608538c 	 GET	 undefined	/css/style.css logged
3/11/2023	7bfa089f-6961-4fa0-be81-0bcbf514d6ca 	 GET	 undefined	/Home logged
3/11/2023	ea2a2dfc-4012-4ad1-8b9a-e01cbe2e9cce 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	7dc3dd55-085d-4e53-ae37-9c1861632d50 	 GET	 undefined	/css/style.css logged
3/11/2023	f45a030d-c0d5-43e2-be3f-cce61a04a2f3 	 GET	 undefined	/Home logged
3/11/2023	23d7d1ae-c7fd-453a-ae1a-c84bea4d4f0b 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	014abc72-3cb9-4d69-be59-f60cf0c7b552 	 GET	 undefined	/css/style.css logged
3/11/2023	cbdfb4cd-a21a-4a9b-a386-91f08fa35944 	 GET	 undefined	/Home logged
3/11/2023	df5f7938-b2b9-449f-9b50-f9173669b2a9 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	8763653d-3d8b-4c05-b963-f9c071e743e2 	 GET	 undefined	/css/style.css logged
3/11/2023	3daf4df1-814f-4321-b973-0980113144ff 	 GET	 undefined	/Home logged
3/11/2023	9d010df2-85e8-4a50-a098-d68b1fcb645f 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	d96a43cb-0fb9-437a-bc4d-6eff05d3c5f9 	 GET	 undefined	/css/style.css logged
3/11/2023	fdd1a10c-4eb2-4de5-95b0-4c652cec9339 	 GET	 undefined	/Home logged
3/11/2023	d808c17c-4e1d-4c79-8bd3-64f996d4fdb7 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	7bbdd2e9-307a-4f57-8871-39961bf74eb4 	 GET	 undefined	/css/style.css logged
3/11/2023	42819c2c-4059-451a-bdb9-317885de02af 	 GET	 undefined	/Home logged
3/11/2023	efbb5863-3ec3-4ea3-9fe8-42dfd3ee5775 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	8822c828-1c85-4ce9-995f-55671a39527d 	 GET	 undefined	/css/style.css logged
3/11/2023	a9ed8a9e-ad4c-47c2-a902-dc38d154a802 	 GET	 undefined	/Home logged
3/11/2023	b177a861-0577-4167-987d-61e74c4a8106 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	6cd97ad6-d7b9-45a6-bc6d-f3f48a3d22bf 	 GET	 undefined	/css/style.css logged
3/11/2023	79a146a2-df26-4d5e-b841-0755d019d1ef 	 GET	 undefined	/Home logged
3/11/2023	4941ebee-bb94-42c6-87a8-56818a666e67 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	6a959428-fae1-44ae-86e3-e9f8d0c8cf99 	 GET	 undefined	/css/style.css logged
3/11/2023	dc55a91f-20d0-4b5d-9103-427a92b15884 	 GET	 undefined	/Home logged
3/11/2023	b12c6107-ace8-4202-9b51-11dc56fe58a3 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	bee7045e-f047-4357-961f-f659535c4c4d 	 GET	 undefined	/css/style.css logged
3/11/2023	7449308f-7178-450b-95b6-2253b2136a33 	 GET	 undefined	/Home logged
3/11/2023	c478981e-55c3-4404-b150-62e49cf90402 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	194cd3e1-43ed-4e8c-b65c-6b6535c7403b 	 GET	 undefined	/css/style.css logged
3/11/2023	8b67cb8d-27a9-4590-bbc1-bbc676d1e48b 	 GET	 undefined	/Home logged
3/11/2023	f7f30ba5-d8b1-444a-8286-125f4e728583 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	99c5fe7e-4508-4798-8b7b-9a64cfd040fe 	 GET	 undefined	/css/style.css logged
3/11/2023	c1d472d1-bed3-40c8-9334-8f32799f080b 	 GET	 undefined	/Home logged
3/11/2023	af084039-ce12-4b24-8c7b-8d35989de033 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	77fe6b15-1e36-487a-a218-9b30bf0a4875 	 GET	 undefined	/css/style.css logged
3/11/2023	b468570e-c8d9-4c46-9a84-7a12b6886fee 	 GET	 undefined	/Home logged
3/11/2023	b5f7d0cb-e8db-4d35-877a-8d6ee6bb9052 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	0269d4f3-b7c4-46e5-9834-98015ab2fefc 	 GET	 undefined	/css/style.css logged
3/11/2023	60afe728-040a-4cc9-bf3e-c681b04f8def 	 GET	 undefined	/Home logged
3/11/2023	1bc3741d-a75e-42f5-a4ce-bf1d15987120 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	ff77a157-3615-46b8-befe-c513d843962b 	 GET	 undefined	/css/style.css logged
3/11/2023	4f9e9a83-a504-464e-b497-cebc469bd1b4 	 GET	 undefined	/Home logged
3/11/2023	27c155e7-7e61-4856-b7b9-470eea65e885 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	2b65a016-42c2-46e8-9f34-42cbd211bba9 	 GET	 undefined	/css/style.css logged
3/11/2023	9da0f516-6479-4db7-8369-37232e775454 	 GET	 undefined	/Home logged
3/11/2023	9849560f-f1b1-4f59-899a-52c506acd796 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	51e2dcdd-b81a-4f77-82ef-3503a91c3077 	 GET	 undefined	/css/style.css logged
3/11/2023	c72ae9a9-ed4c-442a-b0ed-7c23b64995c0 	 GET	 undefined	/Home logged
3/11/2023	494d4f8f-23c5-46b3-ae14-cc09b67cdd1b 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	b4638309-191f-463b-b860-7f80db015439 	 GET	 undefined	/css/style.css logged
3/11/2023	b7c17edb-8c3a-440d-9e5f-cd763da8ed51 	 GET	 undefined	/Home logged
3/11/2023	eb1531ae-bc21-4961-939b-64c54830ae3e 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	8d7ab0eb-2686-48a6-bc56-9f32043862bb 	 GET	 undefined	/css/style.css logged
3/11/2023	fadf3b2b-329e-46d4-bad9-ac53de5dad6f 	 GET	 undefined	/Home logged
3/11/2023	95860f4a-e6bd-4212-bb2b-cf67f642617e 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	6fb97a1c-b828-460a-9f5e-12113f34778a 	 GET	 undefined	/css/style.css logged
3/11/2023	6c02d64f-8ca1-410f-bb35-56368d4766a2 	 GET	 undefined	/Home logged
3/11/2023	ecb22c72-8d16-4b14-8f03-f220e3f38669 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	ce1e76a5-750f-48ad-aa3b-dc196b61a49a 	 GET	 undefined	/css/style.css logged
3/11/2023	e487c482-ec21-4aad-a673-3379f48f15a7 	 GET	 undefined	/Home logged
3/11/2023	f571aa5c-5367-41c2-9eb7-7fc2a849ae07 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	5d6906a4-895e-49cd-8fb5-ad8860aa2fc6 	 GET	 undefined	/css/style.css logged
3/11/2023	bcd03fc2-ca46-4dcd-85af-3ac2bc231828 	 GET	 undefined	/Home logged
3/11/2023	c523703c-5d9e-446e-9cea-9a21b07b22e2 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	bb8df4f9-4ad0-4346-adc2-9336e99a6528 	 GET	 undefined	/css/style.css logged
3/11/2023	dc73df9d-a418-43f0-9acc-48d4d7913f6f 	 GET	 undefined	/Home logged
3/11/2023	145e9ddb-357d-4ddb-9390-94289e778cd2 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	6377da69-b8f6-4b50-bebf-b81fb27ae0b7 	 GET	 undefined	/css/style.css logged
3/11/2023	3bc05d98-0326-4a74-8106-e1914f575f75 	 GET	 undefined	/Home logged
3/11/2023	ec67aeb4-7cb1-48f5-a364-9c81600254a7 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	43680231-6f43-4794-ba17-e25fd09920c4 	 GET	 undefined	/css/style.css logged
3/11/2023	79af9c9d-accd-493d-8516-21e9367fa24c 	 GET	 undefined	/Home logged
3/11/2023	6c6ea178-e1ee-4394-9a1e-7aa58956426b 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	1b3a79fb-bd1d-456a-9725-ab0f470eeac1 	 GET	 undefined	/css/style.css logged
3/11/2023	27066b15-8584-4ef6-a532-52a690348c56 	 GET	 undefined	/Home logged
3/11/2023	8b9461d4-fe9d-460b-b102-8185a1605342 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	ea5c736c-86d6-44ac-9e4e-773f55d6a16a 	 GET	 undefined	/css/style.css logged
3/11/2023	da0239cd-dc44-4112-9e08-aa351cc4f986 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	7be8a96c-8461-44fa-b06b-1afe3282877b 	 GET	 undefined	/css/style.css logged
3/11/2023	9fb5c012-ca4a-4f25-aa32-af944fbe089f 	 GET	 undefined	/Home logged
3/11/2023	34eeaf5e-2a2a-40e4-a67b-e942ff8502d4 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	b6da5037-dbfe-4e39-b34c-7ca333d5416c 	 GET	 undefined	/css/style.css logged
3/11/2023	131a6476-13e8-467c-9994-e30215f8ad57 	 GET	 undefined	/Home logged
3/11/2023	09370e5c-9c3a-4272-b0c6-a83cc8099d47 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	6a1627ed-c355-4709-af38-de5238b3e5b5 	 GET	 undefined	/css/style.css logged
3/11/2023	03034d4d-b443-491b-bc5f-2235b4ca353a 	 GET	 undefined	/Home logged
3/11/2023	06d04198-b08d-43d5-9041-9e52f5aeaaad 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	04805da2-56d9-473a-b184-911eebd34c26 	 GET	 undefined	/css/style.css logged
3/11/2023	58b937d3-6001-4ee5-8c6a-c5d2dfba24ab 	 GET	 undefined	/Home logged
3/11/2023	ef1b833d-3cc5-4b5c-80c8-4a02bb5bc3da 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	df9eadfb-c189-4f10-8a7f-c057b747ec46 	 GET	 undefined	/css/style.css logged
3/11/2023	9fb55be3-a5bb-4fd4-9636-a6e4d9632cdf 	 GET	 undefined	/Home logged
3/11/2023	12aca3e6-ce45-40fe-a59a-9b21d7cfaa93 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	d691c43a-c609-4a24-bbfc-e10a849039d0 	 GET	 undefined	/css/style.css logged
3/11/2023	d03e1aad-9fc7-4eda-b029-65f91ee3bcd7 	 GET	 undefined	/Home logged
3/11/2023	43fb1f1a-105f-4b2a-b9d3-4d87220a0de4 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	a8c33400-fad1-4de3-bb18-9e838dc2d444 	 GET	 undefined	/css/style.css logged
3/11/2023	7c61ef08-95eb-4831-8102-5b8d6eff63f7 	 GET	 undefined	/Home logged
3/11/2023	c9d4fc9c-2968-428b-bdae-1d4206a0842b 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	3fb245b1-f60e-4756-ba3b-6bce2b5ecab9 	 GET	 undefined	/css/style.css logged
3/11/2023	f41ab1cd-59f9-4bfa-94a1-aa9aefafe4d0 	 GET	 undefined	/Home logged
3/11/2023	2cf74d48-84e1-43e4-b0e5-6200d1864c29 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	b21bffdb-5cec-49c7-a69d-ac2d1b74ee5b 	 GET	 undefined	/css/style.css logged
3/11/2023	6eb63c93-1238-4377-9220-c2d50ec85158 	 GET	 undefined	/Home logged
3/11/2023	7722c557-4dfe-4d34-bf84-f46d1136c56b 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	d68ac7ea-0e09-458d-a629-b73ad88c3184 	 GET	 undefined	/css/style.css logged
3/11/2023	694a1605-861b-4ec2-9a69-fc38f5a6ea6f 	 GET	 undefined	/Home logged
3/11/2023	0bd750f2-4df0-4a41-85e6-29e4826a14d0 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	780fc524-29ec-4019-8ea3-e59f852a2a6f 	 GET	 undefined	/css/style.css logged
3/11/2023	3bfd8da5-0fa1-4d19-a8f1-ea5a5757105a 	 GET	 undefined	/Home logged
3/11/2023	0f2630c7-687d-4090-a4b1-ae9f187188d5 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	b2468f9e-3929-41a2-a684-1b1b8f3ecb7f 	 GET	 undefined	/css/style.css logged
3/11/2023	eaebb630-d4fb-4336-8e69-2ff88e0c5f65 	 GET	 undefined	/Home logged
3/11/2023	13928ed0-dace-4528-b3ad-20b80de0ea02 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	70f8ac5d-ffb0-4e20-8b7c-1e8ccf5cdbb8 	 GET	 undefined	/css/style.css logged
3/11/2023	4db47719-abec-4c19-a227-fffaaa5d084b 	 GET	 undefined	/Home logged
3/11/2023	8c2d72e4-df0b-4f20-8373-4811875179d3 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	3a460c72-09a6-49a7-93a5-769fb894f1bf 	 GET	 undefined	/css/style.css logged
3/11/2023	19d58bdf-952c-45c4-a5be-9f9f0d636d3c 	 GET	 undefined	/Home logged
3/11/2023	4465268d-b48b-4ff1-98b3-5d21a52c69d3 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	865daddc-a473-4d6e-92e4-ab8df85fd444 	 GET	 undefined	/css/style.css logged
3/11/2023	48d9fa2f-b639-4ab0-a853-57e68f154b5b 	 GET	 undefined	/Home logged
3/11/2023	e9859a56-ac81-4cc9-8d9a-84818129ae76 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	ba1c916a-bd22-40cf-abc1-96c7315bdad9 	 GET	 undefined	/css/style.css logged
3/11/2023	9c7e4cd4-03a1-46f4-8ce1-a0436d23baa2 	 GET	 undefined	/Home logged
3/11/2023	78415920-0865-44b6-b463-73323bfdc9b8 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	4f125bca-6b20-40db-b615-ebfcc2b848f5 	 GET	 undefined	/css/style.css logged
3/11/2023	bcdcaa96-fe7e-4184-9c24-17e7a21cbd25 	 GET	 undefined	/Home logged
3/11/2023	38e93979-9c1a-420a-ba1e-22ecc64b20e4 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	52b639a9-08a9-4bcf-8599-a6481d3f07bf 	 GET	 undefined	/css/style.css logged
3/11/2023	1fa5c756-c5b4-414e-8388-2477ff4cde91 	 GET	 undefined	/Home logged
3/11/2023	f6566a4e-c4a0-45b6-936d-f62cd95dfc3a 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	ec48836c-9123-4d93-9893-fa7cffa2b88c 	 GET	 undefined	/css/style.css logged
3/11/2023	22225328-bcf0-41c9-8e95-df066789ad65 	 GET	 undefined	/Home logged
3/11/2023	0f37da79-82f1-4e0b-bda4-e04f21cebc7a 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	1c4bd238-f251-4368-b8e2-f8db64755cf8 	 GET	 undefined	/css/style.css logged
3/11/2023	e7c5f650-30f6-447a-a8e0-b4f522e7ff4a 	 GET	 undefined	/Home logged
3/11/2023	e14651a8-0ee4-4106-adc4-b7b0436a1cba 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	e90b4d92-67c2-462b-8868-eb1da4fe7870 	 GET	 undefined	/css/style.css logged
3/11/2023	d9d45a92-d8a2-47c0-a036-8b296b58fa5f 	 GET	 undefined	/Home logged
3/11/2023	ef3a0ee5-b8da-497d-82a4-e9a4674d24cb 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	ff3f0f9d-ae31-4ba2-9fbc-7908660c3e6d 	 GET	 undefined	/css/style.css logged
3/11/2023	8ff2a992-24a9-41b1-b603-9845f2baa725 	 GET	 undefined	/Home logged
3/11/2023	c55e45f5-f90a-416a-b5d2-7a1e6f1ac60d 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	b91991af-853a-48bc-b7f0-63d689b6089f 	 GET	 undefined	/css/style.css logged
3/11/2023	0e1563a9-5839-43ce-a789-d925b150380d 	 GET	 undefined	/Home logged
3/11/2023	31c7a808-6bf5-4487-9570-7217eb2e7cd2 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	dcbb86cc-8da3-4ad6-81ef-adb381d34ccf 	 GET	 undefined	/css/style.css logged
3/11/2023	b1814d7d-5925-43da-b561-a17cd3a7e081 	 GET	 undefined	/Home logged
3/11/2023	4da50691-b1f5-4ef9-8249-a57948913663 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	a814dd57-b1d5-476e-8a8d-5166d744f84c 	 GET	 undefined	/css/style.css logged
3/11/2023	c5aefc9d-8bfe-4692-b5ae-498f51a5d054 	 GET	 undefined	/Home logged
3/11/2023	2e0ca1cc-6804-4346-9a7a-7c3ac8019871 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	9c917442-fbd5-4939-980b-5ee1ccb1a195 	 GET	 undefined	/css/style.css logged
3/11/2023	f6c6d716-7c49-4b51-9a8b-e7addd10dc6f 	 GET	 undefined	/Home logged
3/11/2023	7574207e-13d6-4add-a23f-1edabe93c8cb 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	a3d5e544-f74e-4da0-845d-82f0cef2e94e 	 GET	 undefined	/css/style.css logged
3/11/2023	ede87137-30d6-4167-97c7-3ae94db7c0d7 	 GET	 undefined	/Home logged
3/11/2023	0a3ea1ff-c740-4b2d-b90c-2dfcf2e597f3 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	2b48461d-8ef5-40ac-b45d-3a8c099d28fc 	 GET	 undefined	/css/style.css logged
3/11/2023	e3c2e02e-a604-4220-b9dd-c3e9df21d2e6 	 GET	 undefined	/Home logged
3/11/2023	234379d6-431f-4cfa-a9c4-80f81f9f2ae5 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	dd84d92b-be69-4119-bec8-7fc1f5343ecd 	 GET	 undefined	/css/style.css logged
3/11/2023	4582e016-b7f9-4c0b-a493-a1507811a8db 	 GET	 undefined	/Home logged
3/11/2023	87d11780-6684-4668-be42-58f1d8358e19 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	df04dd7d-403a-4b42-ba1c-4bee0046ec38 	 GET	 undefined	/css/style.css logged
3/11/2023	40d7f31a-7b59-4ad2-b381-c7320434385b 	 GET	 undefined	/Home logged
3/11/2023	d8f44e2c-3ab3-4286-a550-85c3d240d04e 	 GET	 undefined	/css/style.css logged
3/11/2023	d67d448d-d303-4664-bb64-ec8e1ff21505 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	52392ae9-ea3a-4273-b19f-cae567d2749f 	 GET	 undefined	/Home logged
3/11/2023	fa761236-d25b-4a6c-8179-da93b6615dfc 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	3a4cd3b5-a159-4f80-b95c-588ac67471dc 	 GET	 undefined	/css/style.css logged
3/11/2023	df17b6f1-e870-463c-a9e2-c08ec49c7a0c 	 GET	 undefined	/Home logged
3/11/2023	150901fc-42c4-456d-be6c-9bac2cb475a5 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	8204ac0e-339f-4765-b88b-ac4e2e7658e4 	 GET	 undefined	/css/style.css logged
3/11/2023	a6a44d14-adba-457c-aa9f-90e4aecd6d50 	 GET	 undefined	/Home logged
3/11/2023	f6dc7425-4977-4fe0-916f-81925f39097b 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	a52feb07-4dab-4893-b4b2-39d7ea01e2fc 	 GET	 undefined	/css/style.css logged
3/11/2023	4d0fd097-b747-4570-9cb1-d5883f88e9f2 	 GET	 undefined	/Home logged
3/11/2023	09faf410-0d52-4b39-b7be-15dd7bf418a2 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	d0f7c019-fb65-4bb7-beed-53c040e9fa51 	 GET	 undefined	/css/style.css logged
3/11/2023	e47cf97d-a4b8-4984-877f-999e180cf914 	 GET	 undefined	/Home logged
3/11/2023	934c9ac5-16a5-40ba-8f9f-48c1c3c89fd3 	 GET	 undefined	/css/style.css logged
3/11/2023	76bb0101-8fb6-4482-a9ca-6731d2214638 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	6b7ab9ca-c9fa-4a8b-8711-626b8f92de41 	 GET	 undefined	/Home logged
3/11/2023	7739aea1-1730-4ce4-a960-2b694b29e278 	 GET	 undefined	/css/bootstrap.min.css logged
3/11/2023	96074aa6-ac45-4f1a-ad40-17bf720e64e1 	 GET	 undefined	/css/style.css logged
3/11/2023	5e53f65c-7c8d-419d-ad79-ea7f7e7d099c 	 GET	 undefined	/Home logged
